houseguid,formalname_region,formalname_area,formalname_city,formalname_street,house_number,building,block,letter,floor_count_max,floor_count_min,living_quarters_count,area_residential
7368b7f4-b0e4-0f5a-b918-f9d56f05c9e2,Свердловская,,Нижний Тагил,Карла Маркса,41,,39,,4.0,4.0,98.0,"5885,00"
64d3dacc-4bf2-435b-a30a-e64c5fd37e92,Свердловская,,Нижний Тагил,Карла Маркса,42,,,,5.0,5.0,33.0,"1832,70"
0b9ca931-76e6-4ea6-b97c-90a1250e94be,Свердловская,,Нижний Тагил,Карла Маркса,44,,,,4.0,3.0,52.0,"1538,20"
99d9b9d4-6b3e-407c-b04f-8a32fcc38622,Свердловская,,Нижний Тагил,Карла Маркса,45,,,,3.0,,,"942,10"
6ed62cad-cb80-40dc-bad8-b9a0d5d97500,Свердловская,,Нижний Тагил,Карла Маркса,46,,,,3.0,3.0,36.0,"688,10"
f8d21767-dd03-4662-996e-40c4772e0038,Свердловская,,Нижний Тагил,Карла Маркса,48,,,,3.0,3.0,24.0,"911,30"
6123e5e8-d55b-4e49-bd4e-cfa905312afb,Свердловская,,Нижний Тагил,Индивидуальная,17,,,,2.0,1.0,16.0,"760,90"
d1d0c23f-250e-49d3-9e22-cc54eaf2b843,Свердловская,,Нижний Тагил,Индивидуальная,7,,,,5.0,1.0,180.0,"7850,50"
b752111b-aaf6-4630-89ea-4df5285c94b9,Свердловская,,Нижний Тагил,Индивидуальная,6,,,,2.0,1.0,20.0,"760,00"
f8fe0f09-5e7e-460e-bd67-66f35d3e8932,Свердловская,,Нижний Тагил,Зои Космодемьянской,17,,,,2.0,1.0,16.0,"907,60"
8c641a88-1093-419a-a42a-f86dd51d31da,Свердловская,,Нижний Тагил,Землячки,14,,,,2.0,1.0,18.0,"1083,90"
2df02491-b9a2-403f-b3f0-e08dbbb98456,Свердловская,,Нижний Тагил,Землячки,15,,,,2.0,1.0,14.0,"727,10"
e37d801f-8513-409a-9acc-8e1848023ee0,Свердловская,,Нижний Тагил,Землячки,17,,,,3.0,1.0,36.0,"1487,30"
6a16efc7-c73e-4a5b-bc62-ca4925a0f492,Свердловская,,Нижний Тагил,Землячки,18,,,,3.0,1.0,24.0,"819,30"
e67f5fa4-2d93-4acd-a4d1-8a156b75f6ce,Свердловская,,Нижний Тагил,Землячки,19,,,,2.0,1.0,12.0,"1100,60"
334cc7f7-2b1e-4572-bc5d-eeb07465a322,Свердловская,,Нижний Тагил,Землячки,20,,,,3.0,1.0,24.0,"927,90"
ecce40bc-b163-47e5-8965-ae6e4d1fb161,Свердловская,,Нижний Тагил,Карла Маркса,16,,,,,,,
579e90b1-b6cd-4aeb-b356-76f0b9599bc5,Свердловская,,Нижний Тагил,Карла Маркса,1,,,,9.0,9.0,54.0,"2288,80"
cae36596-3106-4a12-acce-7ab91728a38d,Свердловская,,Нижний Тагил,Карла Маркса,14,,,,,,,
932f7bda-a705-45b8-a539-9b031c21cf44,Свердловская,,Нижний Тагил,Карла Маркса,9,,,,5.0,5.0,75.0,"3259,60"
a63e4230-3265-48eb-9d13-e322a7561bd6,Свердловская,,Нижний Тагил,Карла Маркса,57А,,,,5.0,5.0,45.0,"2620,00"
aece0138-19c7-49b0-9f7c-2b387ed46c09,Свердловская,,Нижний Тагил,Карла Маркса,60,,,,3.0,3.0,13.0,"809,80"
59193b69-e90e-4340-9807-cf80eade7676,Свердловская,,Нижний Тагил,Карла Маркса,61,,,,5.0,5.0,80.0,"3209,50"
9108017c-a94e-4bd8-afe5-a91ff284ba78,Свердловская,,Нижний Тагил,Карла Маркса,62,,,,3.0,3.0,17.0,"1032,90"
57859d38-dd8f-4bb8-b26c-320e5aa24c31,Свердловская,,Нижний Тагил,Карла Маркса,63а,,,,4.0,4.0,48.0,"2611,70"
9582a2b8-3a3e-4502-a3da-98905682726b,Свердловская,,Нижний Тагил,Карла Маркса,64,,,,3.0,,,"1466,30"
2c16b095-0520-4fd2-af1f-365773316209,Свердловская,,Нижний Тагил,Карла Маркса,65,,,,5.0,5.0,70.0,"2282,60"
d986f576-3dbb-4127-bb76-03705df39290,Свердловская,,Нижний Тагил,Карла Маркса,66,,,,4.0,4.0,96.0,"6471,90"
fcf27388-152a-4a5b-8b2b-d9aadca6bc00,Свердловская,,Нижний Тагил,Карла Маркса,69,,,,3.0,3.0,45.0,"2610,40"
6aad5346-832d-4e27-8244-375981373f7c,Свердловская,,Нижний Тагил,Карла Маркса,71,,,,3.0,3.0,45.0,"2244,40"
34ad1d52-dde4-4b81-8d90-1ac8e7043d19,Свердловская,,Нижний Тагил,Карла Маркса,75,,,,3.0,3.0,30.0,"1041,60"
0cd8fb35-f76e-4719-a05b-c1d987cfa804,Свердловская,,Нижний Тагил,Карла Маркса,77,,,,4.0,4.0,32.0,"1830,10"
2f2c5e67-188e-4d59-905e-6657ba393ebd,Свердловская,,Нижний Тагил,Карла Маркса,79,,,,3.0,3.0,30.0,"1024,30"
469622e2-04d0-4908-a605-d4768a96e6a9,Свердловская,,Нижний Тагил,Карла Маркса,81,,,,3.0,3.0,32.0,"1357,50"
66a0327c-63e4-49cb-aabc-9dfb2cd0b783,Свердловская,,Нижний Тагил,Карла Маркса,83,,,,3.0,3.0,33.0,"1126,00"
3a69147d-8f8b-4267-881b-d21f7b56f912,Свердловская,,Нижний Тагил,Карла Маркса,87,,,,3.0,3.0,24.0,"1466,90"
2f1ff14d-3535-4636-8772-61342d52e733,Свердловская,,Нижний Тагил,Карла Маркса,89,,,,4.0,3.0,80.0,"3564,60"
1f76ac17-0e51-48a7-b039-57d27606da8f,Свердловская,,Нижний Тагил,Карла Маркса,91,,,,3.0,3.0,19.0,"1044,00"
a5779f12-525d-4ec2-9452-7dda9770dac9,Свердловская,,Нижний Тагил,Карла Маркса,93,,,,4.0,4.0,80.0,"3592,50"
27da9a0a-1bd9-4f76-85cf-b2dc1ccf8597,Свердловская,,Нижний Тагил,Карла Маркса,95,,,,3.0,3.0,24.0,"1396,80"
3800510a-791f-4649-9838-0aab22ef0554,Свердловская,,Нижний Тагил,Карла Маркса,55,,,,5.0,5.0,74.0,"3186,80"
fab2337c-8b4e-40ef-acb7-54506224ff35,Свердловская,,Нижний Тагил,Карла Маркса,54,,,,3.0,3.0,22.0,"1145,70"
93502610-659f-4e33-9477-f42aaff2384b,Свердловская,,Нижний Тагил,Карла Маркса,52,,,,3.0,3.0,45.0,"1775,00"
df27d735-69e6-4801-a6e8-708969689445,Свердловская,,Нижний Тагил,Карла Маркса,30,,,,3.0,3.0,21.0,"1237,60"
2578b8f4-fe97-4abe-84a7-93050d5d066a,Свердловская,,Нижний Тагил,Карла Маркса,7,,,,5.0,,,"3279,90"
5efedbbe-85f2-47d1-a7e3-2fff619a47e3,Свердловская,,Нижний Тагил,Карла Маркса,13,,,,5.0,5.0,75.0,"3256,20"
2eda3dab-ce80-4525-b05f-0e98832447ee,Свердловская,,Нижний Тагил,Дунайская,3,,,,1.0,1.0,2.0,"72,10"
042c3c12-9304-4103-9f4c-9be9b76a6d79,Свердловская,,Нижний Тагил,Дунайская,2а,,,,,,,
2ba829da-91e4-4ffc-a7d9-79f443f65874,Свердловская,,Нижний Тагил,Дружинина,108,,,,18.0,18.0,88.0,"5953,40"
77210b0b-9dca-4c87-a8a5-d2441bfee951,Свердловская,,Нижний Тагил,Днепровская,8,,,,5.0,5.0,60.0,"2577,40"
8b6a33a3-cdfc-49a4-97bb-4fa7412a687b,Свердловская,,Нижний Тагил,Днепровская,9,,,,5.0,5.0,60.0,"2582,40"
f76fee55-a3b1-4222-8a12-f519f6891f80,Свердловская,,Нижний Тагил,Добролюбова,34,,,,9.0,9.0,108.0,"6052,10"
c0b410da-e921-4111-bda2-5d4f920c70e9,Свердловская,,Нижний Тагил,Добролюбова,38,,,,9.0,9.0,216.0,"12079,10"
0e614f07-d577-4fe0-8845-1a7a2f74ee09,Свердловская,,Нижний Тагил,Дружинина,33,,,,9.0,9.0,72.0,"3837,00"
a0824c27-857d-4fde-aff5-0c88dfdeaad8,Свердловская,,Нижний Тагил,Дружинина,35,,,,9.0,9.0,396.0,"21797,90"
43076845-e9a1-41db-a2d0-c7c444c55785,Свердловская,,Нижний Тагил,Дружинина,39,,,,9.0,9.0,360.0,"19671,20"
69ee32fb-a19b-4baa-bf19-7b83756a4c15,Свердловская,,Нижний Тагил,Дружинина,41,,,,7.0,,,"5576,00"
0dd895cd-5d7d-4c28-a32c-c76076303652,Свердловская,,Нижний Тагил,Дружинина,43,,,,7.0,7.0,26.0,"5192,00"
575ba346-6cde-4e45-a9c2-82a830d18b88,Свердловская,,Нижний Тагил,Дружинина,45,,,,,,,
6963b97c-28d8-4cf1-9c34-c8e874008242,Свердловская,,Нижний Тагил,Дружинина,51,,,,10.0,10.0,45.0,"3223,00"
8bfff111-880e-4d53-9688-a1603aa643c5,Свердловская,,Нижний Тагил,Дружинина,57,,,,9.0,9.0,252.0,"8300,00"
9564e7ae-d61f-4f38-b3dd-5d6a9f61a511,Свердловская,,Нижний Тагил,Дружинина,59,,1,,9.0,9.0,144.0,"8112,70"
d113b824-948f-d6cf-b9eb-9256f89a3f3f,Свердловская,,Нижний Тагил,Дружинина,59/2,,,,9.0,9.0,144.0,"7761,50"
35893db4-a42d-4a62-83f4-e36044d492a5,Свердловская,,Нижний Тагил,Дружинина,59,,2,,9.0,,,"7661,90"
bc3dcb1a-19fa-4473-a2da-95110fde03f4,Свердловская,,Нижний Тагил,Дружинина,60,,,,9.0,9.0,81.0,"4958,00"
e285a13d-813a-4f37-b00f-e43d2ed23b10,Свердловская,,Нижний Тагил,Дружинина,61,,,,5.0,5.0,60.0,"3043,50"
0c60697d-f4ea-46c0-a51e-8c1062db1538,Свердловская,,Нижний Тагил,Дружинина,62,,,,9.0,9.0,141.0,"8155,30"
291a68bc-4985-4a22-a10e-406b36a36951,Свердловская,,Нижний Тагил,Дзержинского,77,,,,5.0,5.0,60.0,"2617,40"
6cfd161d-8208-4d76-9d4a-cc14f5781e25,Свердловская,,Нижний Тагил,Дзержинского,75,,,,5.0,5.0,94.0,"2064,50"
dc5acf73-823a-49d1-93be-57e2f3403a5a,Свердловская,,Нижний Тагил,Дзержинского,73,,,,5.0,5.0,93.0,"1942,30"
25acf3c8-aff9-4293-944a-60c0f02ca154,Свердловская,,Нижний Тагил,Дзержинского,50,,,,5.0,0.0,75.0,"3072,60"
ba3b5d91-2495-4787-96e0-bdca800f1b3e,Свердловская,,Нижний Тагил,Дзержинского,39,,,,3.0,2.0,24.0,"1045,40"
3b0a9322-6dcb-4ea2-af49-dd72ec6a751c,Свердловская,,Нижний Тагил,Дзержинского,40,,,,,,,"2245,80"
a4b44012-9045-4756-b3b7-639abbf4a938,Свердловская,,Нижний Тагил,Дзержинского,41,,,,3.0,2.0,24.0,"1089,80"
9b9d90c2-bc65-44ea-9cac-3f370d911abd,Свердловская,,Нижний Тагил,Днепровская,5,,,,5.0,5.0,120.0,"6417,40"
bc57ba16-bfb7-42b6-b15d-06316fb0996c,Свердловская,,Нижний Тагил,Дзержинского,42,,,,,,,"3333,30"
ede38e53-ce24-4364-be41-03cfbc8ad25b,Свердловская,,Нижний Тагил,Днепровская,2,,,,2.0,2.0,8.0,"497,90"
73724ec6-d9a1-4ce4-bfbe-2de0fc401dfa,Свердловская,,Нижний Тагил,Дружинина,64,,,,8.0,8.0,28.0,"2076,10"
886754ae-2372-417a-8783-862635c36e8c,Свердловская,,Нижний Тагил,Зари,41,,,,5.0,0.0,60.0,"2614,20"
48867a91-d31b-46f5-8527-52b926af497b,Свердловская,,Нижний Тагил,Зари,26,,,,5.0,5.0,79.0,"3830,60"
1ab7ee0c-5738-4b0a-a462-c80da697b618,Свердловская,,Нижний Тагил,Зари,9,,,,9.0,9.0,72.0,"3801,90"
a69e7681-06bc-489c-ac88-b37314fd524c,Свердловская,,Нижний Тагил,Зари,10,,,,9.0,9.0,36.0,"2028,60"
4849bc05-2843-41c3-9157-cc53eeb2e17f,Свердловская,,Нижний Тагил,Зари,11,,,,9.0,9.0,3.0,"7100,80"
891101c1-ba6b-4830-97bb-c0360d6420fd,Свердловская,,Нижний Тагил,Зари,13,,,,9.0,9.0,252.0,"13559,90"
d7d3cbd8-fa22-4b07-884a-208eee1c38ca,Свердловская,,Нижний Тагил,Зари,16,,,,9.0,9.0,215.0,"10285,20"
a546017b-6204-4b19-8935-70c563d97b90,Свердловская,,Нижний Тагил,Зари,18,,,,9.0,9.0,36.0,"1982,90"
39095ad5-6da6-48f8-81a9-fde9b5b0d1a1,Свердловская,,Нижний Тагил,Зари,20,,,,9.0,9.0,36.0,"1995,80"
4f9d62b6-5271-4bca-a37e-9939ffce592c,Свердловская,,Нижний Тагил,Зари,22,,,,5.0,5.0,70.0,"2684,10"
8def7f4e-5674-4c7e-975c-e006edcf96c8,Свердловская,,Нижний Тагил,Зари,24,,,,,,,"3937,90"
012e56b8-7ee7-4c86-bede-7b5232adb458,Свердловская,,Нижний Тагил,Зари,28,,,,,,,
5fc6590e-f823-434a-b215-f6c1c58c8e61,Свердловская,,Нижний Тагил,Зари,40,,,,5.0,5.0,60.0,"2594,70"
7080b6e3-e7f6-4bdb-959b-019ee14c67c6,Свердловская,,Нижний Тагил,Зари,31,,,,9.0,9.0,140.0,"7122,10"
a10dc607-f35e-4ec6-8782-f26b8579f1dc,Свердловская,,Нижний Тагил,Зари,33,,,,9.0,9.0,139.0,"7071,00"
c51266e0-85fb-4735-a399-7f5ff9898f2c,Свердловская,,Нижний Тагил,Зари,33а,,,,9.0,9.0,35.0,"2093,40"
ae08b264-4113-4f17-83b1-e90b472b8b67,Свердловская,,Нижний Тагил,Зари,34,,,,5.0,5.0,80.0,"3945,30"
70fe9461-79f3-4476-bcd9-a110235323ba,Свердловская,,Нижний Тагил,Зари,35,,,,5.0,1.0,80.0,"3941,90"
2348768d-7f87-43d0-890b-961830f7ad02,Свердловская,,Нижний Тагил,Зари,36,,,,9.0,9.0,213.0,"10084,50"
e29d0a4a-9eca-4136-9b22-fef6d7d6ccd4,Свердловская,,Нижний Тагил,Зари,37,,,,5.0,1.0,70.0,"1529,10"
a0ab0122-238b-4d3c-a1d3-462ae6792771,Свердловская,,Нижний Тагил,Зари,38,,,,5.0,5.0,59.0,"2582,70"
822b4e1a-980b-4ab0-8982-3450ac7c250b,Свердловская,,Нижний Тагил,Зари,39,,,,5.0,5.0,60.0,"2577,10"
542d2cb4-d285-4db6-bf47-0c0ba534b763,Свердловская,,Нижний Тагил,Ермака,53,,,,5.0,5.0,60.0,"2613,60"
8ddc57d0-ca9e-48a1-8e08-f717d266a89c,Свердловская,,Нижний Тагил,Ермака,51,,,,5.0,5.0,79.0,"3887,10"
b043f385-648c-4281-8fd2-c108216680ff,Свердловская,,Нижний Тагил,Ермака,50,,,,5.0,5.0,104.0,"5776,70"
6b374a40-ef1f-4a09-8dda-97d388c156a2,Свердловская,,Нижний Тагил,Днепровская,1,,,,2.0,2.0,8.0,"496,60"
accd1b31-f537-4adc-b284-af921fa6e24c,Свердловская,,Нижний Тагил,Дзержинского,43,,,,3.0,3.0,26.0,"1103,90"
5e77fe5f-76de-402b-ad69-25af51517d96,Свердловская,,Нижний Тагил,Дзержинского,44,,,,4.0,4.0,38.0,"2388,50"
8c444874-1046-45da-9046-987ed40e1cfc,Свердловская,,Нижний Тагил,Дзержинского,47,,,,5.0,5.0,64.0,"2599,80"
2779330f-1542-4ef6-bd34-300c4ae10bb7,Свердловская,,Нижний Тагил,Ермака,40,,,,5.0,5.0,56.0,"3067,90"
257ee91e-57d7-49d6-9a77-659f9e7a97b2,Свердловская,,Нижний Тагил,Ермака,40А,,,,6.0,6.0,8.0,"637,90"
d00be132-da61-44be-b11f-32b8a1862f46,Свердловская,,Нижний Тагил,Ермака,42,,,,5.0,5.0,90.0,"4797,10"
96aaec11-a721-4339-8be1-e5ee6f4b6187,Свердловская,,Нижний Тагил,Ермака,44,,,,5.0,5.0,120.0,"6465,50"
fd9bead6-7727-4ed2-8e1f-5f2869cf2bd4,Свердловская,,Нижний Тагил,Ермака,45,,,,,,,"3957,00"
9d7bdfbb-3420-4723-8cf1-b54724b74ffa,Свердловская,,Нижний Тагил,Ермака,46,,,,5.0,5.0,60.0,"3203,70"
e2bab20e-276a-4d97-8292-87afb93d40a0,Свердловская,,Нижний Тагил,Ермака,47,,,,5.0,5.0,60.0,"2576,70"
2e43c721-f43b-4777-a63a-eed27229e0a2,Свердловская,,Нижний Тагил,Ермака,48,,,,5.0,5.0,56.0,"3139,60"
69c6f44c-5e26-4d5f-b897-12ba1e836d70,Свердловская,,Нижний Тагил,Ермака,22,,,,9.0,9.0,36.0,"2047,10"
85ec96b3-6238-4467-8913-cfc7189e4596,Свердловская,,Нижний Тагил,Ермака,21,,,,5.0,5.0,70.0,"3419,60"
7cc9dbbc-4a6c-4b19-a693-958214451a27,Свердловская,,Нижний Тагил,Ермака,20,,,,9.0,9.0,36.0,"2046,80"
163aa133-86a2-4337-ac1b-16a217ca60ae,Свердловская,,Нижний Тагил,Дружинина,80,,,,7.0,7.0,45.0,"3310,40"
918d3e1b-2060-4d76-8572-53e7e1de2555,Свердловская,,Нижний Тагил,Дружинина,67,,1,,9.0,9.0,144.0,"7397,00"
c436c575-b658-d617-0602-5dfc0d46f4d9,Свердловская,,Нижний Тагил,Дружинина,67/2,,,,9.0,9.0,140.0,"7096,30"
ea6655cf-a568-4330-a2a9-ab9e7e5997c7,Свердловская,,Нижний Тагил,Дружинина,67,,2,,9.0,,,"7302,10"
e4c708a7-acc5-4c68-8f70-8465513400a8,Свердловская,,Нижний Тагил,Дружинина,68,,,,,,,
04481523-c711-4286-8fc0-d97cf2a72f10,Свердловская,,Нижний Тагил,Дружинина,70,,,,9.0,9.0,108.0,"5931,90"
2e2837c7-c1d1-474c-8fc8-6409afd06663,Свердловская,,Нижний Тагил,Дружинина,72,,,,9.0,9.0,103.0,"5775,40"
c9af7ea2-93cb-4f2d-94b0-79857d8f0d38,Свердловская,,Нижний Тагил,Дружинина,74,,,,7.0,7.0,43.0,"3314,90"
d7acb2de-f87c-4162-a249-52a46f28d03b,Свердловская,,Нижний Тагил,Дружинина,76,,,,7.0,7.0,45.0,"3282,80"
00f96a9d-e1a8-4732-9a67-6548c8161cb2,Свердловская,,Нижний Тагил,Дружинина,78,,,,7.0,7.0,40.0,"3309,60"
c501bb7d-2816-47b6-8382-9496cd948bdd,Свердловская,,Нижний Тагил,Дружинина,98,,,,9.0,9.0,71.0,"2372,90"
73b26b36-9045-4223-911c-c67e263eba52,Свердловская,,Нижний Тагил,Ермака,19А,,,,6.0,6.0,12.0,"1088,80"
8dbb19e3-b5eb-403c-a58f-851d2b9c16fc,Свердловская,,Нижний Тагил,Дружинина,100,,,,9.0,9.0,71.0,"2380,50"
730dc7c1-f37c-477b-827f-05437297bc13,Свердловская,,Нижний Тагил,Дружинина,102,,,,9.0,9.0,72.0,"3836,70"
f0ca207d-38d0-46e8-b1ee-f3e2097cac2b,Свердловская,,Нижний Тагил,Ермака,39,,,,9.0,9.0,34.0,"1935,30"
a24762a3-c7a2-4401-91c7-f0eee26d686a,Свердловская,,Нижний Тагил,Ермака,37,,,,6.0,5.0,238.0,"11711,70"
82677257-2713-4bf0-a751-2bd66ff59a62,Свердловская,,Нижний Тагил,Ермака,36,,,,9.0,9.0,64.0,"2117,70"
eb9d43cd-da49-4ab6-a6eb-a3427e0a67ca,Свердловская,,Нижний Тагил,Ермака,34,,,,5.0,5.0,112.0,"6230,50"
0f9ef20e-682d-45a3-9f31-8ac5957e1ba9,Свердловская,,Нижний Тагил,Дзержинского,48,,,,4.0,0.0,74.0,"2928,10"
541679f8-030b-4327-8df5-5ac4a6e36c95,Свердловская,,Нижний Тагил,Дзержинского,49,,,,5.0,5.0,64.0,"2605,70"
00909805-8fa0-4ff0-966c-7b5d6ef68145,Свердловская,,Нижний Тагил,Дзержинского,51,,,,5.0,5.0,72.0,"2706,60"
9436f876-4c76-4c97-b8dc-ac3628a4a87c,Свердловская,,Нижний Тагил,Дзержинского,71,,,,5.0,5.0,89.0,"1484,90"
2a04c683-1125-4a29-ab71-16f4b79fa41e,Свердловская,,Нижний Тагил,Дзержинского,54,,,,5.0,5.0,64.0,"2580,30"
366b2012-2677-40fe-a9dc-fdeb2c4a0ae6,Свердловская,,Нижний Тагил,Дзержинского,55,,,,4.0,4.0,64.0,"2481,10"
9639f57a-af16-4ad6-a4b0-35cec17a483e,Свердловская,,Нижний Тагил,Дзержинского,56,,,,5.0,,,"5364,00"
16da06b0-8d87-4826-8e20-dd1c3a5b1a73,Свердловская,,Нижний Тагил,Дзержинского,57,,,,5.0,5.0,64.0,"2584,90"
4e67d456-2b75-4014-bfc3-865519280d82,Свердловская,,Нижний Тагил,Дзержинского,58,,,,5.0,,,"5471,00"
9ed292fd-e3a4-439d-93d6-cdd1eb8cbea0,Свердловская,,Нижний Тагил,Дзержинского,61,,,,5.0,5.0,80.0,"2996,90"
8d811ccc-f71d-4f85-8250-45394026630f,Свердловская,,Нижний Тагил,Дзержинского,63,,,,5.0,5.0,60.0,"2370,40"
82a060ba-b517-4702-9adf-0ea2286907ce,Свердловская,,Нижний Тагил,Дзержинского,65,,,,5.0,5.0,78.0,"3150,00"
2c0277f5-782c-40d2-bb5c-191c7003323a,Свердловская,,Нижний Тагил,Землячки,20а,,,,3.0,1.0,24.0,"936,40"
dc8ee034-b2c0-47a1-af6e-484945852574,Свердловская,,Нижний Тагил,Дзержинского,69,,,,5.0,1.0,81.0,"1665,10"
7ea421ed-d85d-4000-a5ff-87bd9bf19933,Свердловская,,Нижний Тагил,Дружинина,65,,,,9.0,9.0,108.0,"7153,70"
d93d6b36-b1ce-4cc1-94b9-6463ac3a5662,Свердловская,,Нижний Тагил,Ермака,49,,,,5.0,5.0,60.0,"2592,40"
44b5557c-b575-4983-a894-cc1117133a46,Свердловская,,Нижний Тагил,Дружинина,66,,,,,,,
6c2cf513-6b32-4336-a4dd-916fc5b4760c,Свердловская,,Нижний Тагил,Ермака,23,,,,5.0,5.0,70.0,"3368,20"
099fc112-0984-49ee-8722-d599a5209647,Свердловская,,Нижний Тагил,Ермака,24,,,,9.0,9.0,36.0,"2046,70"
991b34e9-35a8-478e-b024-47d52e333277,Свердловская,,Нижний Тагил,Ермака,25,,,,5.0,5.0,70.0,"3374,00"
ddb742d2-6dec-4fac-8f0b-9ea4035b4088,Свердловская,,Нижний Тагил,Ермака,26,,,,9.0,9.0,36.0,"2020,80"
2f70650c-8ef6-469e-b1fc-d96b4e6e0cbb,Свердловская,,Нижний Тагил,Ермака,27,,,,5.0,5.0,56.0,"2581,40"
d89609ec-c500-4ebd-a201-b6de064ce50c,Свердловская,,Нижний Тагил,Ермака,28,,,,9.0,9.0,36.0,"2038,30"
d0142a3c-775d-4417-a21f-68d4361c4e93,Свердловская,,Нижний Тагил,Ермака,29,,,,5.0,5.0,100.0,"4543,00"
3ea36d9f-7579-452e-aeb4-c0e9ba841e80,Свердловская,,Нижний Тагил,Ермака,30,,,,5.0,,,"6402,00"
c60a9606-0931-443d-b21a-135c0948663b,Свердловская,,Нижний Тагил,Ермака,32,,,,,,,
ad6ce5cc-85b4-4bd1-8da7-83293c6f618a,Свердловская,,Нижний Тагил,Дружинина,63,,,,9.0,9.0,36.0,"2079,50"
64e755fc-a5d8-4202-a5c6-94eca5b933f5,Свердловская,,Нижний Тагил,Землячки,33,,,,2.0,1.0,12.0,"734,20"
9156201e-e09c-48dd-b956-436e85410a0a,Свердловская,,Нижний Тагил,Землячки,35,,,,2.0,1.0,8.0,"431,20"
0026e141-ac7b-447e-b35d-679ace596b31,Свердловская,,Нижний Тагил,Землячки,37,,,,2.0,1.0,8.0,"454,00"
c6301673-f96a-4594-a240-4e1526700f17,Свердловская,,Нижний Тагил,Правды,6,,,,3.0,3.0,28.0,"1214,10"
ae4c30f5-6b82-42e0-bee4-a9430022f852,Свердловская,,Нижний Тагил,Правды,8,,,,3.0,2.0,24.0,"1168,20"
b8425420-2315-4c28-80b9-2f2464d10df0,Свердловская,,Нижний Тагил,Правды,9,,,,2.0,,,
cbfd789a-82c1-49d2-a1b9-778795fb3edb,Свердловская,,Нижний Тагил,Правды,10,,,,3.0,2.0,24.0,"1123,10"
be528f05-fde1-4552-ba4e-8a3fc2d6465f,Свердловская,,Нижний Тагил,Правды,11,,,,2.0,2.0,16.0,"714,00"
39b8843f-4bea-4bb4-9909-58d2f409ac82,Свердловская,,Нижний Тагил,Правды,12,,,,3.0,3.0,30.0,"1334,90"
c7706943-f28e-49ed-9471-5f5f1b1aa935,Свердловская,,Нижний Тагил,Правды,15,,,,3.0,3.0,24.0,"1094,90"
8aa38ea3-f07a-49f3-8146-8772b24cd776,Свердловская,,Нижний Тагил,Правды,17,,,,2.0,2.0,20.0,"823,00"
9baaeb55-4496-4f35-951c-88cf3d9ff349,Свердловская,,Нижний Тагил,Правды,19,,,,2.0,2.0,16.0,"723,70"
1d3a5336-28ba-4523-b315-3baa87765ee7,Свердловская,,Нижний Тагил,Правды,21,,,,2.0,2.0,20.0,"865,50"
5901ba17-5463-4233-aac2-36b977cc3acd,Свердловская,,Нижний Тагил,Продснаба,20,,,,,,,
f2928a79-b2ad-4c81-bc35-5ce7462b80f5,Свердловская,,Нижний Тагил,Проезжая,1,,,,2.0,,,"1033,40"
22d68853-0f06-4ac6-b3bc-024de448ecec,Свердловская,,Нижний Тагил,Проезжая,2а,,,,,,,
d845d943-5b95-45df-9982-9afda6b89479,Свердловская,,Нижний Тагил,Попова,37,,,,2.0,1.0,12.0,"489,00"
fd324836-bc98-4797-ac36-471a8692d792,Свердловская,,Нижний Тагил,Попова,36,,,,2.0,1.0,6.0,"230,60"
75b5e71b-aca5-0008-fef3-fb9f2960fefb,Свердловская,,Нижний Тагил,Попова,35/1,,,,3.0,1.0,12.0,"778,60"
87c11b93-05e6-4dc5-a244-6ab19b365da8,Свердловская,,Нижний Тагил,Попова,18,,,,2.0,1.0,16.0,"799,30"
449c7c6b-c41b-4736-bfd7-24110f39ef78,Свердловская,,Нижний Тагил,Попова,2,,,,,,,
206d90dc-950f-494c-b505-807e1b0a9c64,Свердловская,,Нижний Тагил,Попова,4,,,,2.0,1.0,24.0,"1097,50"
a27660c6-5ec8-401e-a14d-89e8d70ff21f,Свердловская,,Нижний Тагил,Попова,6,,,,2.0,1.0,12.0,"803,00"
bec4ad10-8ae4-4ce9-856a-099e0e4b00a8,Свердловская,,Нижний Тагил,Попова,8,,,,5.0,1.0,60.0,"2621,10"
643cde9b-b5b0-4c7f-bf32-c01d9a4bbb26,Свердловская,,Нижний Тагил,Попова,12,,,,5.0,1.0,56.0,"2745,00"
fae4f3a1-fefa-4842-bd02-1681d0c2873c,Свердловская,,Нижний Тагил,Попова,14,,,,5.0,1.0,56.0,"2737,50"
f0b9bca5-e1e4-42c5-b382-c63b8661db4a,Свердловская,,Нижний Тагил,Попова,14а,,,,5.0,1.0,47.0,"2312,00"
cb4ef957-4cf9-43c5-ace6-7a291111d8d9,Свердловская,,Нижний Тагил,Попова,16,,,,2.0,1.0,29.0,"1057,40"
22055a7a-3e56-4229-a46f-d86218f43fa4,Свердловская,,Нижний Тагил,Правды,5,,,,2.0,0.0,16.0,"718,40"
cfdc3567-fd97-dfa2-66a7-d8d84940822f,Свердловская,,Нижний Тагил,Попова,16/46,,,,2.0,1.0,27.0,"738,00"
fc3062b5-ef68-49a4-8a46-836bbe670e86,Свердловская,,Нижний Тагил,Правды,4,,,,3.0,3.0,27.0,"1636,40"
1c45a4ec-d1f3-4421-a402-24d307d4cd08,Свердловская,,Нижний Тагил,Правды,2,,,,3.0,3.0,16.0,"1082,00"
